player_id,player_club_id
44349,1304
4517,1426
45541,1426
4573,1426
55751,1304
61446,1426
61867,1304
63270,1426
64506,1304
71105,1304
7326,1304
80709,1304
82410,1426
8387,1304
84898,1304
88648,1426
92842,1304
14852,511
167061,511
65264,465
71026,511
80339,465
9616,465
109008,2990
14098,720
149244,2990
170359,2990
186997,720
22785,2990
236541,2990
236549,2990
26244,720
29364,720
31316,720
33866,720
34029,2990
34091,2990
51174,720
51191,720
54781,720
56315,2990
58228,2990
59248,720
74418,720
75118,2990
84695,720
88103,720
90681,720
50477,1429
80197,2698
44622,1083
98539,1083
25923,4128
55538,4128
60273,11126
63487,4128
104505,660
59414,6414
8669,6414
29671,4482
164600,5817
55595,498
182420,2727
78530,157
111376,58
66934,58
12597,903
62231,903
68315,903
10471,27
119296,27
14944,27
16136,27
17259,27
22068,27
2219,27
25727,16
26,16
26485,27
29835,16
31909,27
34572,27
35207,16
35208,16
38253,16
39728,16
40995,16
42460,16
4360,27
44521,16
53622,16
54659,27
58124,16
58358,27
74842,16
82243,16
86792,27
12028,1421
12101,1421
171408,1421
27307,1421
29351,1421
31101,1421
40928,1421
45184,1421
51542,1421
56827,1421
57376,1421
77974,1421
80009,1421
93701,1421
107010,281
13091,281
18935,281
20007,281
26399,281
28396,281
30739,631
3160,631
3163,631
3182,631
3333,281
35518,281
36827,631
40611,631
4276,281
44068,631
46156,281
4672,281
46741,631
47082,631
47659,281
50202,631
54170,631
5658,631
7449,281
7767,631
9594,281
109305,200
128042,200
162694,200
187098,200
187105,200
18759,200
25118,200
28815,200
45881,200
4676,200
57249,200
63334,200
76047,200
81775,200
126014,202
129990,202
13048,202
13258,202
139208,202
143182,202
180907,202
22501,202
29863,202
36559,202
49069,202
62064,202
7949,202
82332,202
91915,317
119256,1268
126421,1268
131708,1268
134999,1268
183397,1268
43247,1268
45486,1268
45534,1268
45543,1268
56836,1268
57172,1268
6931,1268
76326,1268
84405,1268
125693,467
24498,467
3395,467
34382,467
44471,467
45930,467
4634,306
49591,467
55758,467
59665,467
61612,467
61846,467
65256,467
95793,467
99517,467
109881,610
122421,1090
128502,1090
165975,610
25427,1090
31025,1090
36391,1090
39378,1090
45548,610
5017,1090
56534,1090
63469,1090
67220,1090
75901,610
89231,1090
93081,1090
9602,1090
4403,6692
5936,3037
19636,19
71019,19
130172,1386
33349,4333
102990,4361
37889,4361
146038,5724
161099,3426
22169,3426
120785,167
14856,167
15486,167
18021,167
21590,167
26878,167
39094,167
4018,167
50199,167
53669,167
557,167
63022,167
76293,167
84435,167
164451,1159
95604,1082
9659,1082
10152,19771
14151,19771
1896,19771
28283,19771
29627,19771
29642,19771
44977,19771
44993,19771
52281,19771
54044,19771
58861,19771
7090,19771
76438,19771
86614,19771
100910,1465
110078,1465
125700,1465
13867,4750
14309,1465
14515,4750
158397,4750
158419,1465
197157,1465
199099,4750
23340,4750
24202,4750
30306,4750
34024,4750
34576,1465
39689,1465
42303,1465
45370,4750
51058,1465
54306,1465
54716,1465
5562,1465
74550,1465
80462,4750
81776,4750
83485,4750
86759,4750
98502,4750
85164,52
410,16
54312,16
10885,60
124502,60
14882,60
25468,60
27900,60
29865,60
31173,60
36182,60
45832,60
55089,60
55114,60
70285,60
73333,60
82389,60
13038,79
1426,79
18833,79
19112,79
21175,79
264,79
31159,79
31570,79
34593,79
36787,79
39247,79
40680,79
47285,79
79642,79
1094,82
117674,82
32213,82
35247,82
38440,82
4248,82
47592,82
56331,82
59238,82
7427,82
8317,82
86784,82
94201,82
1073,15
21042,15
28947,15
30059,15
38434,15
39102,15
43274,15
53173,15
58205,15
61087,15
6237,15
691,15
72476,15
89708,15
111881,533
131789,533
1474,533
175709,533
20444,533
31182,533
47543,533
52530,533
5636,533
57051,533
58163,533
82009,533
9354,533
99331,533
1116,65
224884,65
258,65
31169,65
31610,65
31864,65
32779,65
35493,65
38267,65
42783,107
44567,65
45464,65
45986,65
60028,65
82110,65
111455,18
13023,18
1428,18
19305,18
26063,18
32711,18
42234,18
47587,18
568,18
62915,18
7028,18
72522,18
74857,18
82113,18
140682,232
34421,932
24054,6414
31348,6996
44411,6414
57856,6996
154051,5724
22851,190
119235,2282
20852,2282
36877,2282
118014,28643
73138,157
13041,498
151471,601
26194,3508
41208,2727
11354,465
12398,903
21416,2451
234161,2451
43310,43
72518,43
93862,43
132764,371
42611,2759
69429,2759
74982,371
21419,370
39710,2578
95987,370
120967,987
89516,2553
12142,1041
14951,1095
24661,1041
72479,1041
33905,1421
57170,595
65177,1421
80293,1421
112022,1158
118022,969
138171,1158
146099,1158
5299,1158
54933,1158
5539,969
5664,1158
122374,14171
15567,3911
22636,3911
170481,415
34758,618
36039,415
147487,1423
165400,417
214219,417
5376,417
5521,1423
11680,1039
13583,1039
136589,1039
14007,1039
14031,1039
14066,2288
15929,1039
24862,2288
26276,2288
28810,1039
29152,2288
31067,2288
31552,2288
3467,1039
3698,1039
37011,2288
3966,1039
39700,2288
40043,2288
45287,1039
4592,1039
51681,2288
58993,1039
61891,1039
66550,2288
67355,2288
67416,2288
70789,2288
132098,148
14221,148
17273,762
18310,148
18900,762
26443,762
27114,148
29434,762
30670,762
3156,148
33027,762
33478,762
33952,762
3476,148
37442,762
3875,148
39381,148
40205,762
4192,148
43261,762
49409,762
61832,148
74590,148
84344,762
90466,148
95424,148
102258,405
110861,405
12691,379
13239,405
1368,379
21496,405
22165,405
25523,405
30697,405
3146,405
3179,379
31835,379
34672,379
34838,405
3692,379
37526,379
3775,379
3950,379
46831,379
49693,405
50362,405
61561,405
61592,379
62638,405
70950,379
9218,379
9413,379
98240,405
12124,512
12628,1032
13616,512
13683,512
14041,1032
14047,1032
15074,1032
16716,1032
25366,512
2998,512
30379,1032
30456,512
3306,512
33873,512
35855,512
3634,1032
3788,512
4072,512
4112,512
4233,1032
43853,1032
45861,512
46106,1032
47768,1032
58361,512
65976,1032
69653,1032
126321,11
15185,11
